nucleus_id,type,area_px2,perimeter_px,eccentricity,circularity,centroid_x,centroid_y
1,1,171.5,70.38477599620819,0.7288618228200869,0.4350273110357056,9.4,4.136585365853659
2,1,49.5,38.38477599620819,0.7971554016914613,0.42217940347941163,45.53731343283582,3.2238805970149254
3,1,50.5,28.242640614509583,0.6853340391880128,0.7955924310052367,64.81538461538462,3.5692307692307694
4,2,43.0,24.485281229019165,0.5874121132008784,0.901297417212129,99.43636363636364,3.5272727272727273
5,1,248.0,73.79898953437805,0.8689380478652045,0.5722169444473996,248.65017667844523,8.908127208480565
6,1,122.0,45.79898953437805,0.7654650113886157,0.730899899560572,168.60992907801418,8.26950354609929
7,1,104.0,43.79898953437805,0.8629184318698152,0.6812633423202861,182.7016129032258,8.435483870967742
8,2,51.0,28.97056221961975,0.7281010226533744,0.7636004808536245,233.3125,14.375
9,1,120.0,42.97056245803833,0.6732370174016061,0.8166745715130219,158.14285714285714,16.34285714285714
10,1,87.5,36.72792172431946,0.697171076471458,0.8151268684031244,183.3904761904762,17.285714285714285
11,1,30.0,22.485281229019165,0.36549516179328945,0.7456490539976561,123.7560975609756,15.439024390243903
12,1,40.0,24.14213514328003,0.5198238578024328,0.8624193694501281,32.07843137254902,17.470588235294116
13,1,329.5,95.15432786941528,0.8575482984306652,0.45730736003293815,206.97027027027028,16.55135135135135
14,1,147.5,52.041630029678345,0.7370763422979199,0.6843844014323607,144.23976608187135,19.94736842105263
15,1,49.0,27.313708305358887,0.655150460216187,0.8253622660200414,108.58064516129032,22.29032258064516
16,1,59.5,30.727921843528748,0.5873513622911198,0.7918819624601455,65.36486486486487,28.58108108108108
17,1,151.5,56.870057225227356,0.7302501638154931,0.5886473135532987,233.30769230769232,29.526627218934912
18,1,449.5,101.154327750206,0.7613748959963997,0.5520400972186521,136.1117886178862,37.20528455284553
19,1,51.0,30.14213514328003,0.6890999679275251,0.7053944116960785,49.353846153846156,35.58461538461538
20,1,51.0,30.14213526248932,0.8638635995907382,0.7053944061165424,105.29230769230769,35.215384615384615
21,1,42.0,25.313708305358887,0.3063009369834977,0.8236593100537102,79.48148148148148,38.2037037037037
22,1,84.0,47.79898953437805,0.9261847460987969,0.46201036465261797,14.943396226415095,39.62264150943396
23,2,29.0,20.485281229019165,0.2741977562063095,0.8684083705970504,66.12820512820512,42.205128205128204
24,1,35.0,23.313708305358887,0.8017138172927222,0.8091987282944626,30.434782608695652,46.630434782608695
25,1,38.0,23.313708186149597,0.5031426006640202,0.878558628275746,44.816326530612244,49.57142857142857
26,1,381.5,112.81118202209473,0.720353372346633,0.37670389166007967,240.49530516431923,50.725352112676056
27,1,45.5,25.899494767189026,0.5066013634494073,0.8523906481749288,6.620689655172414,50.98275862068966
28,1,98.0,49.94112491607666,0.7877272271134287,0.49376385901977526,82.05042016806723,51.773109243697476
29,1,187.0,54.62741661071777,0.4215152409449907,0.7874629782946314,226.58490566037736,55.47641509433962
30,1,91.0,51.455843448638916,0.7799137531267978,0.43189865690585855,40.87719298245614,58.3421052631579
31,1,326.5,89.49747347831726,0.8050361487969153,0.5122376530639684,119.27397260273972,60.989041095890414
32,1,39.5,23.899494767189026,0.5040137723220522,0.8690194954180195,97.68627450980392,65.3529411764706
33,1,51.5,27.899494767189026,0.6787354614967148,0.8314275587741657,23.16923076923077,66.98461538461538
34,1,78.0,38.97056245803833,0.4716846520707772,0.6454032065639491,13.072916666666668,68.86458333333333
35,1,219.5,60.5269113779068,0.7512707142270225,0.7529174501747457,136.7967479674797,71.73983739837398
36,1,48.5,26.727921724319458,0.6162978788255853,0.8531418004367026,37.40983606557377,70.42622950819673
37,1,140.0,51.455843448638916,0.7678009737753095,0.6644594721628593,218.3395061728395,73.33333333333333
38,1,204.0,64.4264063835144,0.4549607176615139,0.6176070091368908,151.5589519650655,80.33624454148472
39,1,30.5,21.071067690849304,0.471492877952246,0.8632500631992441,58.09756097560975,84.26829268292683
40,1,80.0,45.79898953437805,0.749871687076051,0.4792786226626702,68.95049504950495,85.86138613861387
41,1,313.5,73.35533845424652,0.6642705849704851,0.7321228450727274,206.53623188405797,87.64637681159421
42,1,36.5,26.38477599620819,0.5729922465254376,0.6588641927946335,89.08333333333333,86.9375
43,1,104.0,51.94112503528595,0.9098990808033358,0.4844182529430882,127.984,87.624
44,1,197.0,62.7695517539978,0.7540635770220014,0.6283158791296155,167.38839285714286,91.12946428571429
45,1,64.5,30.727921724319458,0.5659343952197923,0.8584266718484391,106.40506329113924,91.0126582278481
46,1,232.0,62.28427076339722,0.7695263701204518,0.7515209310758183,186.40769230769232,92.32692307692308
47,1,111.0,43.455843567848206,0.7015348739818252,0.7386462086683406,14.223076923076924,95.3
48,1,133.0,50.28427052497864,0.8022723166379389,0.6609935118952962,52.16129032258065,98.23870967741935
49,1,47.5,26.727921843528748,0.6565849372364999,0.8355512403970893,95.58333333333333,97.8
